serogroup Results
Accession,query,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,
ERR1879546,contig00011,O1,100.000,555,0,0,77641,78195,1,555,0.0,1026,
ERR1879547,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR1879549,contig00011,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR1879550,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR1879551,contig00010,O1,100.000,555,0,0,111163,111717,1,555,0.0,1026,
ERR1879554,contig00012,O1,100.000,555,0,0,78108,78662,1,555,0.0,1026,
ERR1879559,contig00010,O1,100.000,555,0,0,99433,99987,1,555,0.0,1026,
ERR1879560,contig00011,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR1879561,contig00010,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR1879562,contig00010,O1,100.000,555,0,0,99298,99852,1,555,0.0,1026,
ERR1879563,contig00009,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR1879564,contig00010,O1,100.000,555,0,0,110944,111498,1,555,0.0,1026,
ERR1879565,contig00017,O1,100.000,555,0,0,6490,7044,1,555,0.0,1026,
ERR1879566,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR1879567,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR1879568,contig00011,O1,100.000,555,0,0,110982,111536,1,555,0.0,1026,
ERR1879569,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR1879570,contig00011,O1,100.000,555,0,0,110943,111497,1,555,0.0,1026,
ERR1879571,contig00012,O1,100.000,555,0,0,66405,66959,1,555,0.0,1026,
ERR1879572,contig00021,O1,100.000,555,0,0,17750,18304,1,555,0.0,1026,
ERR1879573,contig00019,O1,100.000,555,0,0,6490,7044,1,555,0.0,1026,
ERR1879574,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR1879575,contig00010,O1,100.000,555,0,0,99310,99864,1,555,0.0,1026,
ERR1879576,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR1879577,contig00009,O1,100.000,555,0,0,110944,111498,1,555,0.0,1026,
ERR1879578,contig00011,O1,100.000,555,0,0,78109,78663,1,555,0.0,1026,
ERR1879579,contig00011,O1,100.000,555,0,0,78109,78663,1,555,0.0,1026,
ERR1879580,contig00012,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR1879581,contig00017,O1,100.000,555,0,0,6490,7044,1,555,0.0,1026,
ERR1879582,contig00010,O1,100.000,555,0,0,99581,100135,1,555,0.0,1026,
ERR1879583,contig00010,O1,100.000,555,0,0,99570,100124,1,555,0.0,1026,
ERR1879584,contig00016,O1,100.000,555,0,0,6490,7044,1,555,0.0,1026,
ERR1879585,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR1879586,contig00011,O1,100.000,555,0,0,99582,100136,1,555,0.0,1026,
ERR1879587,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR1879588,contig00011,O1,100.000,555,0,0,99581,100135,1,555,0.0,1026,
ERR1879593,contig00010,O1,100.000,555,0,0,99447,100001,1,555,0.0,1026,
ERR1879594,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR1879595,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR1879597,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR1879598,contig00010,O1,100.000,555,0,0,110944,111498,1,555,0.0,1026,
ERR1879599,contig00010,O1,100.000,555,0,0,110944,111498,1,555,0.0,1026,
ERR1879600,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR1879601,contig00011,O1,100.000,555,0,0,99582,100136,1,555,0.0,1026,
ERR1879602,contig00012,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR1879603,contig00016,O1,100.000,555,0,0,10778,11332,1,555,0.0,1026,
ERR1879604,contig00011,O1,100.000,555,0,0,110982,111536,1,555,0.0,1026,
ERR1879605,contig00015,O1,100.000,555,0,0,6490,7044,1,555,0.0,1026,
ERR1879606,contig00011,O1,100.000,555,0,0,110944,111498,1,555,0.0,1026,
ERR1879607,contig00010,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR1879624,contig00009,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR1879625,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR1879626,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR1879627,contig00011,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR1879628,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR1879629,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR1879630,contig00016,O1,100.000,555,0,0,6490,7044,1,555,0.0,1026,
ERR1879631,contig00009,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR1879632,contig00009,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR1879633,contig00015,O1,100.000,555,0,0,6490,7044,1,555,0.0,1026,
ERR1879634,contig00010,O1,100.000,555,0,0,99582,100136,1,555,0.0,1026,
ERR1879637,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR1879638,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR1879644,contig00010,O1,100.000,555,0,0,99582,100136,1,555,0.0,1026,
ERR1879645,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR1879646,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR1879647,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR1879648,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR1879649,contig00017,O1,100.000,555,0,0,12416,12970,1,555,0.0,1026,
ERR1879650,contig00009,O1,100.000,555,0,0,54836,55390,555,1,0.0,1026,
ERR1879651,contig00009,O1,100.000,555,0,0,77643,78197,1,555,0.0,1026,
ERR1879652,contig00007,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR1879656,contig00010,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR1880763,contig00006,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR1880766,contig00013,O1,100.000,555,0,0,48588,49142,1,555,0.0,1026,
ERR1880767,contig00010,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR1880768,contig00009,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR1880769,contig00009,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR1880770,contig00009,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR1880771,contig00010,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR1880772,contig00010,O1,100.000,555,0,0,111162,111716,1,555,0.0,1026,
ERR1880773,contig00009,O1,100.000,555,0,0,111162,111716,1,555,0.0,1026,
ERR1880774,contig00011,O1,100.000,555,0,0,99310,99864,1,555,0.0,1026,
ERR1880775,contig00012,O1,100.000,555,0,0,77641,78195,1,555,0.0,1026,
ERR1880776,contig00010,O1,100.000,555,0,0,110943,111497,1,555,0.0,1026,
ERR1880777,contig00011,O1,100.000,555,0,0,99310,99864,1,555,0.0,1026,
ERR1880778,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR1880779,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR1880780,contig00012,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR1880781,contig00011,O1,100.000,555,0,0,85042,85596,1,555,0.0,1026,
ERR1880782,contig00008,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR1880783,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR1880784,contig00010,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR1880785,contig00010,O1,100.000,555,0,0,99584,100138,1,555,0.0,1026,
ERR1880786,contig00024,O1,100.000,555,0,0,6490,7044,1,555,0.0,1026,
ERR1880787,contig00011,O1,100.000,555,0,0,77641,78195,1,555,0.0,1026,
ERR1880788,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR1880789,contig00011,O1,100.000,555,0,0,77640,78194,1,555,0.0,1026,
ERR1880790,contig00010,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR1880791,contig00015,O1,100.000,555,0,0,31010,31564,1,555,0.0,1026,
ERR1880792,contig00016,O1,100.000,555,0,0,31010,31564,1,555,0.0,1026,
ERR1880793,contig00012,O1,100.000,555,0,0,77643,78197,1,555,0.0,1026,
ERR1880795,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR1880796,contig00012,O1,100.000,555,0,0,77643,78197,1,555,0.0,1026,
ERR1880797,contig00011,O1,100.000,555,0,0,91887,92441,1,555,0.0,1026,
ERR1880800,contig00011,O1,100.000,555,0,0,77643,78197,1,555,0.0,1026,
ERR1880801,contig00011,O1,100.000,555,0,0,91886,92440,1,555,0.0,1026,
ERR1880802,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR1880803,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR1880804,contig00009,O1,100.000,555,0,0,99584,100138,1,555,0.0,1026,
ERR1880805,contig00011,O1,100.000,555,0,0,77643,78197,1,555,0.0,1026,
ERR1880806,contig00012,O1,100.000,555,0,0,91886,92440,1,555,0.0,1026,
ERR1880807,contig00011,O1,100.000,555,0,0,77636,78190,1,555,0.0,1026,
ERR1880808,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR1880809,contig00011,O1,100.000,555,0,0,77643,78197,1,555,0.0,1026,
ERR1880810,contig00010,O1,100.000,555,0,0,77643,78197,1,555,0.0,1026,
ERR1880811,contig00011,O1,100.000,555,0,0,77642,78196,1,555,0.0,1026,
ERR1880812,contig00010,O1,100.000,555,0,0,99584,100138,1,555,0.0,1026,
ERR1880813,contig00011,O1,100.000,555,0,0,91886,92440,1,555,0.0,1026,
ERR1880814,contig00022,O1,100.000,555,0,0,6490,7044,1,555,0.0,1026,
ERR1880815,contig00012,O1,100.000,555,0,0,77642,78196,1,555,0.0,1026,
ERR1880816,contig00013,O1,100.000,555,0,0,77642,78196,1,555,0.0,1026,
ERR1880817,contig00019,O1,100.000,555,0,0,6490,7044,1,555,0.0,1026,
ERR1880818,contig00009,O1,100.000,555,0,0,111138,111692,1,555,0.0,1026,
ERR1880819,contig00009,O1,100.000,555,0,0,111138,111692,1,555,0.0,1026,
ERR1880820,contig00012,O1,100.000,555,0,0,77641,78195,1,555,0.0,1026,
ERR1880821,contig00010,O1,100.000,555,0,0,77644,78198,1,555,0.0,1026,
ERR1880822,contig00010,O1,100.000,555,0,0,77644,78198,1,555,0.0,1026,
ERR1880824,contig00011,O1,100.000,555,0,0,77640,78194,1,555,0.0,1026,
ERR1880826,contig00010,O1,100.000,555,0,0,77644,78198,1,555,0.0,1026,
ERR1880827,contig00009,O1,100.000,555,0,0,110944,111498,1,555,0.0,1026,
ERR1880828,contig00011,O1,100.000,555,0,0,77641,78195,1,555,0.0,1026,
ERR1880829,contig00009,O1,100.000,555,0,0,111162,111716,1,555,0.0,1026,
ERR1880830,contig00011,O1,100.000,555,0,0,77643,78197,1,555,0.0,1026,
ERR1880831,contig00011,O1,100.000,555,0,0,91886,92440,1,555,0.0,1026,
ERR1880832,contig00011,O1,100.000,555,0,0,77636,78190,1,555,0.0,1026,
ERR1880833,contig00010,O1,100.000,555,0,0,91886,92440,1,555,0.0,1026,
ERR1880834,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR1880835,contig00012,O1,100.000,555,0,0,77643,78197,1,555,0.0,1026,
ERR1880836,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR1880837,contig00011,O1,100.000,555,0,0,110659,111213,1,555,0.0,1026,
ERR1880838,contig00011,O1,100.000,555,0,0,99310,99864,1,555,0.0,1026,
ERR1880839,contig00012,O1,100.000,555,0,0,77642,78196,1,555,0.0,1026,
ERR1880840,contig00012,O1,100.000,555,0,0,77643,78197,1,555,0.0,1026,
ERR1880841,contig00012,O1,100.000,555,0,0,77643,78197,1,555,0.0,1026,
ERR1880842,contig00012,O1,100.000,555,0,0,77642,78196,1,555,0.0,1026,
ERR1880843,contig00020,O1,100.000,555,0,0,6490,7044,1,555,0.0,1026,
ERR1880844,contig00013,O1,100.000,555,0,0,77643,78197,1,555,0.0,1026,
ERR2008364,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR2265589,contig00009,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR2265590,contig00023,O1,100.000,555,0,0,6490,7044,1,555,0.0,1026,
ERR2265591,contig00012,O1,99.820,555,1,0,77638,78192,1,555,0.0,1020,
ERR2265645,contig00013,O1,99.820,555,1,0,77638,78192,1,555,0.0,1020,
ERR2265646,contig00012,O1,99.820,555,1,0,77638,78192,1,555,0.0,1020,
ERR2265647,contig00012,O1,99.820,555,1,0,77638,78192,1,555,0.0,1020,
ERR2265648,contig00012,O1,99.820,555,1,0,77638,78192,1,555,0.0,1020,
ERR2265649,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR2265650,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR2265651,contig00008,O1,100.000,555,0,0,99580,100134,1,555,0.0,1026,
ERR2265653,contig00012,O1,99.820,555,1,0,77638,78192,1,555,0.0,1020,
ERR2265654,contig00012,O1,99.820,555,1,0,77638,78192,1,555,0.0,1020,
ERR2265655,contig00018,O1,100.000,555,0,0,4617,5171,1,555,0.0,1026,
ERR2265656,contig00019,O1,100.000,555,0,0,4617,5171,1,555,0.0,1026,
ERR2265657,contig00018,O1,100.000,555,0,0,4617,5171,1,555,0.0,1026,
ERR2265658,contig00018,O1,100.000,555,0,0,4617,5171,1,555,0.0,1026,
ERR2265659,contig00018,O1,100.000,555,0,0,4617,5171,1,555,0.0,1026,
ERR2265660,contig00018,O1,100.000,555,0,0,4617,5171,1,555,0.0,1026,
ERR2265661,contig00012,O1,100.000,555,0,0,99318,99872,1,555,0.0,1026,
ERR2265663,contig00011,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR2265665,contig00007,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR2265667,contig00012,O1,99.820,555,1,0,77638,78192,1,555,0.0,1020,
ERR2265668,contig00010,O1,99.820,555,1,0,77638,78192,1,555,0.0,1020,
ERR2265669,contig00012,O1,99.820,555,1,0,77638,78192,1,555,0.0,1020,
ERR2265670,contig00010,O1,99.820,555,1,0,84053,84607,1,555,0.0,1020,
ERR2265671,contig00012,O1,99.820,555,1,0,77638,78192,1,555,0.0,1020,
ERR2265672,contig00022,O1,99.820,555,1,0,6485,7039,1,555,0.0,1020,
ERR2265673,contig00013,O1,99.820,555,1,0,77638,78192,1,555,0.0,1020,
ERR2265674,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR2265675,contig00011,O1,100.000,555,0,0,110944,111498,1,555,0.0,1026,
ERR2265676,contig00009,O1,100.000,555,0,0,110660,111214,1,555,0.0,1026,
ERR2265677,contig00009,O1,100.000,555,0,0,99721,100275,1,555,0.0,1026,
ERR2269613,contig00009,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR2269615,contig00010,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR2269616,contig00009,O1,100.000,555,0,0,110944,111498,1,555,0.0,1026,
ERR2269617,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR2269618,contig00009,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR2269619,contig00010,O1,100.000,555,0,0,110948,111502,1,555,0.0,1026,
ERR2269620,contig00010,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR2269621,contig00009,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR2269622,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR2269640,contig00009,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR2269641,contig00009,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR2269642,contig00010,O1,100.000,555,0,0,99594,100148,1,555,0.0,1026,
ERR2269643,contig00010,O1,100.000,555,0,0,99584,100138,1,555,0.0,1026,
ERR2269644,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR2269645,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR2269646,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR2269647,contig00017,O1,100.000,555,0,0,19510,20064,1,555,0.0,1026,
ERR2269648,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR2269649,contig00009,O1,100.000,555,0,0,99401,99955,1,555,0.0,1026,
ERR2269650,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR2269709,contig00009,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR2269710,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR2269711,contig00009,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR2269712,contig00009,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR2269713,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR2269714,contig00010,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR2269715,contig00010,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR2269716,contig00009,O1,100.000,555,0,0,99580,100134,1,555,0.0,1026,
ERR2269717,contig00010,O1,100.000,555,0,0,99580,100134,1,555,0.0,1026,
ERR2269718,contig00010,O1,100.000,555,0,0,99312,99866,1,555,0.0,1026,
ERR2269808,contig00009,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR2269809,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR2269810,contig00009,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR2269811,contig00009,O1,100.000,555,0,0,99312,99866,1,555,0.0,1026,
ERR2269832,contig00010,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR2269833,contig00009,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR2269834,contig00009,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR2269835,contig00018,O1,100.000,555,0,0,4617,5171,1,555,0.0,1026,
ERR2269836,contig00018,O1,100.000,555,0,0,4617,5171,1,555,0.0,1026,
ERR2269837,contig00020,O1,100.000,555,0,0,4617,5171,1,555,0.0,1026,
ERR2269921,contig00010,O1,100.000,555,0,0,111160,111714,1,555,0.0,1026,
ERR2269922,contig00009,O1,100.000,555,0,0,96884,97438,1,555,0.0,1026,
ERR2269923,contig00010,O1,100.000,555,0,0,99423,99977,1,555,0.0,1026,
ERR2269924,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR2269925,contig00010,O1,100.000,555,0,0,99580,100134,1,555,0.0,1026,
ERR2269926,contig00007,O1,100.000,555,0,0,103449,104003,1,555,0.0,1026,
ERR2269927,contig00008,O1,100.000,555,0,0,99312,99866,1,555,0.0,1026,
ERR2269928,contig00010,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR2269929,contig00020,O1,100.000,555,0,0,6490,7044,1,555,0.0,1026,
ERR2269930,contig00009,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR2269944,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR2269945,contig00010,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR2269946,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR2269947,contig00009,O1,100.000,555,0,0,99423,99977,1,555,0.0,1026,
ERR2269948,contig00009,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR2269949,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR2269950,contig00010,O1,100.000,555,0,0,99318,99872,1,555,0.0,1026,
ERR2269951,contig00028,O1,100.000,555,0,0,10854,11408,1,555,0.0,1026,
ERR2269952,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR2269953,contig00022,O1,100.000,555,0,0,6490,7044,1,555,0.0,1026,
ERR2270655,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR2270656,contig00009,O1,100.000,555,0,0,99584,100138,1,555,0.0,1026,
ERR2270657,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR2270658,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR2270659,contig00009,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR2270660,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR2270661,contig00010,O1,100.000,555,0,0,99318,99872,1,555,0.0,1026,
ERR2270662,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR351174,contig00010,O1,100.000,555,0,0,110944,111498,1,555,0.0,1026,
ERR351175,contig00008,O1,100.000,555,0,0,110944,111498,1,555,0.0,1026,
ERR351177,contig00007,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR351179,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR351182,contig00008,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR351185,contig00010,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR351186,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR351188,contig00015,O1,100.000,555,0,0,59950,60504,1,555,0.0,1026,
ERR351191,contig00009,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR351192,contig00010,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR351193,contig00009,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR351198,contig00009,O1,100.000,555,0,0,110944,111498,1,555,0.0,1026,
ERR351199,contig00010,O1,100.000,555,0,0,110944,111498,1,555,0.0,1026,
ERR351202,contig00008,O1,100.000,555,0,0,111151,111705,1,555,0.0,1026,
ERR351203,contig00009,O1,100.000,555,0,0,110944,111498,1,555,0.0,1026,
ERR351205,contig00009,O1,100.000,555,0,0,111168,111722,1,555,0.0,1026,
ERR351206,contig00010,O1,100.000,555,0,0,110944,111498,1,555,0.0,1026,
ERR351207,contig00009,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
ERR351208,contig00007,O1,100.000,555,0,0,99312,99866,1,555,0.0,1026,
ERR351210,contig00009,O1,100.000,555,0,0,111152,111706,1,555,0.0,1026,
ERR386629,contig00012,O1,99.820,555,1,0,77638,78192,1,555,0.0,1020,
ERR386647,contig00012,O1,99.820,555,1,0,77638,78192,1,555,0.0,1020,
ERR386656,contig00012,O1,99.820,555,1,0,77638,78192,1,555,0.0,1020,
ERR386658,contig00010,O1,100.000,555,0,0,99312,99866,1,555,0.0,1026,
ERR386661,contig00012,O1,99.820,555,1,0,77638,78192,1,555,0.0,1020,
ERR386663,contig00012,O1,99.820,555,1,0,77638,78192,1,555,0.0,1020,
ERR386666,contig00009,O1,100.000,555,0,0,99312,99866,1,555,0.0,1026,
ERR386672,contig00012,O1,100.000,555,0,0,77637,78191,1,555,0.0,1026,
ERR386683,contig00012,O1,100.000,555,0,0,77637,78191,1,555,0.0,1026,
ERR386688,contig00019,O1,99.820,555,1,0,18405,18959,1,555,0.0,1020,
ERR386690,contig00013,O1,100.000,555,0,0,77642,78196,1,555,0.0,1026,
ERR386695,contig00012,O1,99.820,555,1,0,77638,78192,1,555,0.0,1020,
ERR386698,contig00012,O1,99.820,555,1,0,77638,78192,1,555,0.0,1020,
ERR386704,contig00009,O1,100.000,555,0,0,99312,99866,1,555,0.0,1026,
ERR386711,contig00012,O1,99.820,555,1,0,77638,78192,1,555,0.0,1020,
ERR386712,contig00012,O1,99.820,555,1,0,77638,78192,1,555,0.0,1020,
ERR572514,contig00012,O1,99.820,555,1,0,77638,78192,1,555,0.0,1020,
ERR572538,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR572548,contig00012,O1,99.820,555,1,0,77633,78187,1,555,0.0,1020,
ERR572559,contig00018,O1,100.000,555,0,0,6490,7044,1,555,0.0,1026,
ERR572563,contig00019,O1,99.820,555,1,0,6485,7039,1,555,0.0,1020,
ERR572571,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR572572,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR572574,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR572580,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR572582,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR572585,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR572589,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR572590,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR572756,contig00019,O1,100.000,555,0,0,6485,7039,1,555,0.0,1026,
ERR572757,contig00018,O1,100.000,555,0,0,6490,7044,1,555,0.0,1026,
ERR572772,contig00019,O1,99.820,555,1,0,6485,7039,1,555,0.0,1020,
ERR572781,contig00017,O1,99.820,555,1,0,6485,7039,1,555,0.0,1020,
ERR572807,contig00019,O1,99.820,555,1,0,6485,7039,1,555,0.0,1020,
ERR572821,contig00018,O1,99.820,555,1,0,6485,7039,1,555,0.0,1020,
ERR572836,contig00018,O1,100.000,555,0,0,6500,7054,1,555,0.0,1026,
ERR572837,contig00018,O1,99.820,555,1,0,6485,7039,1,555,0.0,1020,
ERR572839,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR572840,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR572842,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR576950,contig00032,O1,100.000,555,0,0,44270,44824,1,555,0.0,1026,
ERR576951,contig00013,O1,100.000,555,0,0,44267,44821,1,555,0.0,1026,
ERR576970,contig00012,O1,100.000,555,0,0,44276,44830,1,555,0.0,1026,
ERR576971,contig00014,O1,100.000,555,0,0,44271,44825,1,555,0.0,1026,
ERR576973,contig00088,O1,100.000,555,0,0,1522,2076,555,1,0.0,1026,
ERR576974,contig00001,O1,100.000,555,0,0,75781,76335,1,555,0.0,1026,
ERR576975,contig00002,O1,100.000,555,0,0,75780,76334,1,555,0.0,1026,
ERR576977,contig00005,O1,100.000,555,0,0,44270,44824,1,555,0.0,1026,
ERR576979,contig00020,O1,100.000,555,0,0,6490,7044,1,555,0.0,1026,
ERR576980,contig00021,O1,100.000,555,0,0,6490,7044,1,555,0.0,1026,
ERR576982,contig00007,O1,100.000,555,0,0,44264,44818,1,555,0.0,1026,
ERR576984,contig00002,O1,100.000,555,0,0,75780,76334,1,555,0.0,1026,
ERR576985,contig00014,O1,100.000,555,0,0,75778,76332,1,555,0.0,1026,
ERR576986,contig00002,O1,100.000,555,0,0,75778,76332,1,555,0.0,1026,
ERR576987,contig00095,O1,100.000,555,0,0,412,966,555,1,0.0,1026,
ERR576988,contig00003,O1,100.000,555,0,0,75769,76323,1,555,0.0,1026,
ERR576995,contig00011,O1,100.000,555,0,0,44259,44813,1,555,0.0,1026,
